0,1.504991
0.1,1.504991
0.2,1.504991
0.3,1.504991
0.4,1.5068
0.5,1.5068
0.6,1.5068
0.7,1.504991
0.8,1.504991
0.9,1.504991
1,1.50246
1.1,1.50246
1.2,1.50246
1.3,1.497758
1.4,1.497758
1.5,1.497758
1.6,1.497758
1.7,1.495949
1.8,1.495949
1.9,1.495949
2,1.499566
2.1,1.499566
2.2,1.499566
2.3,1.503906
2.4,1.503906
2.5,1.507161
2.6,1.507161
2.7,1.507161
2.8,1.50897
2.9,1.50897
3,1.505715
3.1,1.505715
3.2,1.505715
3.3,1.50246
3.4,1.50246
3.5,1.50246
3.6,1.50246
3.7,1.50246
3.8,1.502098
3.9,1.502098
4,1.502098
4.1,1.502098
4.2,1.502098
4.3,1.504268
4.4,1.504268
4.5,1.504268
4.6,1.504268
4.7,1.505353
4.8,1.505353
4.9,1.505353
5,1.50246
5.1,1.50246
5.2,1.50246
5.3,1.501374
5.4,1.501374
5.5,1.501374
5.6,1.501374
5.7,1.501374
5.8,1.501374
5.9,1.501374
6,1.498842
6.1,1.498842
6.2,1.498842
6.3,1.499204
6.4,1.499204
6.5,1.499204
6.6,1.498119
6.7,1.498119
6.8,1.498119
6.9,1.498119
7,1.495949
7.1,1.495949
7.2,1.495949
7.3,1.494502
7.4,1.494502
7.5,1.494502
7.6,1.495949
7.7,1.495949
7.8,1.495949
7.9,1.495949
8,1.497758
8.1,1.497758
8.2,1.497758
8.3,1.498842
8.4,1.498842
8.5,1.501374
8.6,1.501374
8.7,1.501374
8.8,1.500651
8.9,1.500651
9,1.500651
9.1,1.500651
9.2,1.500651
9.3,1.500651
9.4,1.500651
9.5,1.627966
9.6,1.627966
9.7,1.627966
9.8,1.701027
9.9,1.701027
10,1.701027
10.1,1.7466
10.2,1.7466
10.3,1.7466
10.4,1.7466
10.5,1.77879
10.6,1.77879
10.7,1.77879
10.8,1.66956
10.9,1.66956
11,1.66956
11.1,1.611328
11.2,1.611328
11.3,1.611328
11.4,1.611328
11.5,1.584563
11.6,1.584563
11.7,1.584563
11.8,1.569372
11.9,1.569372
12,1.563585
12.1,1.563585
12.2,1.558521
12.3,1.558521
12.4,1.558521
12.5,1.552373
12.6,1.552373
12.7,1.546586
12.8,1.541884
12.9,1.541884
13,1.541884
13.1,1.537182
13.2,1.537182
13.3,1.537182
13.4,1.53465
13.5,1.53465
13.6,1.53465
13.7,1.529948
13.8,1.529948
13.9,1.529948
14,1.528139
14.1,1.528139
14.2,1.528139
14.3,1.528139
14.4,1.523799
14.5,1.523799
14.6,1.523799
14.7,1.520906
14.8,1.520906
14.9,1.520906
15,1.518012
15.1,1.518012
15.2,1.518012
15.3,1.518012
15.4,1.511863
15.5,1.511863
15.6,1.519459
15.7,1.519459
15.8,1.519459
15.9,1.514395
16,1.514395
16.1,1.514395
16.2,1.514395
16.3,1.514395
16.4,1.514395
16.5,1.514395
16.6,1.516565
16.7,1.516565
16.8,1.516565
16.9,1.511502
17,1.511502
17.1,1.511502
17.2,1.508247
17.3,1.508247
17.4,1.5068
17.5,1.5068
17.6,1.5068
17.7,1.5068
17.8,1.500651
17.9,1.500651
18,1.500651
18.1,1.491609
18.2,1.491609
18.3,1.491609
18.4,1.497758
18.5,1.497758
18.6,1.497758
18.7,1.497758
18.8,1.496311
18.9,1.496311
19,1.496311
19.1,1.494864
19.2,1.494864
19.3,1.499566
19.4,1.499566
19.5,1.499566
19.6,1.498842
19.7,1.498842
19.8,1.498842
19.9,1.493417
20,1.493417
20.1,1.493417
20.2,1.500289
20.3,1.500289
20.4,1.500289
20.5,1.50246
20.6,1.50246
20.7,1.506438
20.8,1.506438
20.9,1.506438
21,1.50897
21.1,1.50897
21.2,1.508247
21.3,1.508247
21.4,1.503906
21.5,1.503906
21.6,1.496673
21.7,1.496673
21.8,1.496673
21.9,1.497758
22,1.497758
22.1,1.494864
22.2,1.494864
22.3,1.494864
22.4,1.500651
22.5,1.500651
22.6,1.500651
22.7,1.500651
22.8,1.507885
22.9,1.507885
23,1.507885
23.1,1.507885
23.2,1.507885
23.3,1.507885
23.4,1.507161
23.5,1.507161
23.6,1.507161
23.7,1.507161
23.8,1.50246
23.9,1.50246
24,1.50246
24.1,1.497396
24.2,1.497396
24.3,1.497396
24.4,1.494502
24.5,1.494502
24.6,1.494502
24.7,1.493779
24.8,1.493779
24.9,1.493779
25,1.493779
25.1,1.495949
25.2,1.495949
25.3,1.495949
25.4,1.494502
25.5,1.494502
25.6,1.494502
25.7,1.500289
25.8,1.500289
25.9,1.500289
26,1.500289
26.1,1.5068
26.2,1.5068
26.3,1.5068
26.4,1.504991
26.5,1.504991
26.6,1.504991
26.7,1.508608
26.8,1.508608
26.9,1.508608
27,1.503906
27.1,1.503906
27.2,1.503906
27.3,1.498842
27.4,1.498842
27.5,1.498842
27.6,1.500289
27.7,1.500289
27.8,1.500289
27.9,1.490524
28,1.490524
28.1,1.490524
28.2,1.488715
28.3,1.488715
28.4,1.488715
28.5,1.488715
28.6,1.490524
28.7,1.490524
28.8,1.490524
28.9,1.494864
29,1.494864
29.1,1.504268
29.2,1.504268
29.3,1.504268
29.4,1.504268
29.5,1.515842
29.6,1.515842
29.7,1.51548
29.8,1.51548
29.9,1.514395
30,1.514395
30.1,1.510055
30.2,1.510055
30.3,1.504991
30.4,1.504991
30.5,1.499566
30.6,1.499566
30.7,1.494502
30.8,1.494502
30.9,1.497396
31,1.497396
31.1,1.497396
31.2,1.486907
31.3,1.486907
